amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
"2,5g/250ml",verde,"el te sencha overture es un te verde al que se le aplica vapor, que viene de la provincia de shizouka en japon y que se cosecha solamente al inicio del verano. rico en antioxidantes y con propiedades digestivas y desintoxicantes, este tipo de te verde posee un aroma simple y muy refrescante, al igual que su sabor. una variedad imperdible para los amantes del te verde.","te verde puro proveniente de shizouka, japon.",85 gramos,https://adagio.cl/products/sencha-overture,sencha overture,8990,antioxidante,energizante,,,,7,4.4,70 celsius,1-2 min
"2,5g/250ml",verde,"el te gyokuro, es un te verde puro cultivado bajo la sombra y considerado uno de los mejores tes de japon. concentra todos los beneficios del te verde puro, siendo rico en antioxidantes naturales, ayudando a disminuir el colesterol ldl y aportando energia, mejorando la capacidad de concentracion. mientras las tiernas hojas se desarrollan, las plantas de gyokuro son mantenidas bajo la sombra. esto permite que las hojas tarden mas tiempo en desarrollar complejidad y sabor, concentrando ademas una mayor cantidad de clorofila, lo que explica su color verde intenso. tambien tiene una mayor cantidad de aminoacidos, especialmente la l-teanina, responsable de conferirle un sabor perfectamente homogeneo, intenso y suave. su aroma es profundo y en el paladar es de textura suave y delicada. una variedad ideal para amantes del te.",fino te verde japones cosechado en sombra.,85 gramos,https://adagio.cl/products/gyokuro,gyokuro,15990,antioxidante,energizante,,,,7,4,70 celsius,1-2 min
"2,5g/250ml",rooibos,"los sabores citricos de limon y naranja combinados con el cuerpo ligero del rooibos verdes lo llevaran a los naranjos y limoneros. genial, caliente o con hielo, esta mezcla naturalmente jugosa y estimulante sin cafeina aportara un rayo de sol a tu taza.","rooibos verde, cascara de naranja, flor de calendula, trozos de mango y durazno, esencia natural de naranja y limon.",85 gramos,https://adagio.cl/products/rooibos-citrico,rooibos verde citrico,Agotado,relajante,sin-cafeina,,,,3,4.3,100 celsius,5 min
"2,5g/250ml",verde,"estas pequenas perlas enrrolladas a mano, provienen de la provincia de fujian, china. entre sus propiedades destaca su alto contenido de antioxidantes y ademas que ayuda a reducir el estres y a quemar grasas. cuando se les agrega agua, estas perlas se abren y despliegan un delicado aroma y sabor. las notas dulces y aromaticas del jazmin, se mezclan con el sabor clasico del te verde para un blend que logra el equilibrio perfecto entre aroma y sabor.","te verde con jazmin, proveniente de fujian, china.",85 gramos,https://adagio.cl/products/jasmine-pearls,jasmine pearls,12990,antioxidante,relajante,,,,7,4.4,90 celsius,3-5 min
"2,5g/250ml",rooibos,"el match perfecto: una infusion de roiboos con menta piperita y cacao. esta mezcla es particularmente relajante y posee propiedades digestivas. de sabor intenso, balancea perfectamente la frescura de la menta con la calidez del cacao.","rooibos, cacao, esencia natural de chocolate menta y hojas de menta piperita.",85 gramos,https://adagio.cl/products/rooibos-menta-chip,rooibos menta chip,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5 min
"2,5g/250ml",rooibos,"rooibos verde, full antioxidante, con toques de mango y naranja, ayuda a fortalecer el sistema inmune, reducir los niveles de estres y favorecer la eliminacion de grasas. un punch tropical, sabroso y muy fresco. ideal para compartir caliente o como una bebida fria.","rooibos verde, manzanilla, cascara de naranja, trozos de mango y esencia natural de maracuya, mango y damasco",85 gramos,https://adagio.cl/products/rooibos-tropical,rooibos verde tropical,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5 min
"2,5g/250ml",oolong,"combinamos te oolong puro con almendra para un blend de sabor floral y frutal a la vez. de propiedades antioxidantes y con beneficios digestivos, este te junto al aroma a almendra, recuerda a un redondeado y dulce sabor a mazapan. una infusion que es el complemento perfecto para el postre.","te oolong, esencia natural a almendras.",57 gramos,https://adagio.cl/products/oolong-almendra,oolong almendra,5990,antioxidante,digestion,,,,6,5,100 celsius,3-5 min
"2,5g/250ml",verde,"el gunpowder es un te que proviene de la provincia de zhejiang, china y posee todas las propiedades clasicas del te verde, siendo un excelente antioxidante, diuretico y desintoxicante natural. las hojas de este te, son delicadamente enrrolladas como bolitas, siguiendo la tradicion que le da su nombre. es de sabor audaz y tiene un leve dejo ahumado.","te verde puro proveniente de zhejiang, china.",85 gramos,https://adagio.cl/products/gunpowder,gunpowder,5990,antioxidante,,,,,5,4.8,80 celsius,2 min
"2,5g/250ml",verde,"este te verde, combinado con las notas citricas y la bergamota, caracteristicas del earl grey, es rico en antioxidantes, ayuda a mejorar la digestion y es revitalizante. de sabor y aroma fresco, con un equilibrio perfecto entre lo acido, lo dulce y lo astringente del te verde.","te verde, cascara de naranja, flor de calendula y esencia natural de bergamota",85 gramos,https://adagio.cl/products/verde-earl-grey,verde earl grey,5990,antioxidante,digestion,,,,3,5,80 celsius,2-3 min
"2,5g/250ml",verde,"el suave te verde combinado con la frescura del jazmin, nos permiten ofrecer un blend rico en antioxidantes, relajante y que ayuda a quemar grasas. aromatico y de sabor sutil pero inconfundible, las notas de jazmin combinan a la perfeccion con la sutileza del te verde.","te verde chino aromatizado con flores de jazmin. este es un te verde de alto grado, con alto contenido en brotes.",85 gramos,https://adagio.cl/products/verde-jazmin,verde jazmin,5990,antioxidante,relajante,,,,1,5,80 celsius,2-3 min
"2,5g/250ml",oolong,"nuestro te oolong de pomelo es estimulante tanto por su aroma como su sabor. esta mezcla de te de taiwan con pomelo, es rica en antioxidantes, favorece la eliminacion de grasas y mejora la digestion. es una excelente eleccion en que necesite el estimulo de una infusion citrica y aromatica. una gran opcion para preparar tanto frio como caliente.","te oolong, cascara de naranja, flor de calendula y esencia natural de pomelo.",57 gramos,https://adagio.cl/products/oolong-pomelo,oolong pomelo,5990,antioxidante,digestion,,,,5,5,100 celsius,3-5 min
"2,5g/250ml",oolong,"la calida mezcla de te oolong con la mezcla especiada clasica de un 'chai', es un deleite para tus sentidos. rico en antioxidantes, de propiedades digestivas, ayuda a nivelar el azucar en la sangre, reforzar el sistema inmune y acelerar el metabolismo, entre otros beneficios para la salud. su sabor especiado se balancea perfectamente con el dulzor del te oolong para una infusion con sabor y caracter.","te oolong, canela, jengibre, semillas de cacao, achicoria, cardamomo, esencia natural a canela, pimiento y clavo de olor.",85 gramos,https://adagio.cl/products/oolong-chai,oolong chai,5990,digestion,,,,,3,5,100 celsius,5 min
"2,5g/250ml",hierba,"manzanilla, menta y lemongrass, perfectamente combinados para crear una infuson de propiedades digestivas y relajantes por exelencia. esta infusion herbal es de sabor fresco y suave, y nos recuerda el ritmo del 'cha, cha, cha'.","lemongrass, manzanilla y menta",43 gramos,https://adagio.cl/products/cha-cha,cha cha,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5-10 min
"2,5g/250ml",,"de cuerpo liviano con un ligero dulzor natural, el rooibos verde se acompana bien con una variedad de sabores. esta mezcla inspirada en los frutos del verano, reune el rooibos verde con el durazno, la frutilla y los citricos. esta variedad es perfecta para tomarla tanto caliente como helada, y no contiene cafeina.","rooibos verde, cascara de naranja, flor de calendula, frutillas y esencias naturales de duraznos, frutilla y naranja.",70 gramos,https://adagio.cl/products/rooibos-bonita-tarro,rooibos verde bonita tin,6990,sin-cafeina,,,,,2,5,100 celsius,5 min
"2,5g/250ml",verde,creamos una combinacion detox para ayudarte a eliminar toxinas y regular tu sistema digestivo. ademas posee propiedades antiinflamatorias gracias a la menta y la manzanilla. su consumo ideal es una hora antes de cada comida para obtener de la mejor forma sus beneficios.su consumo no tiene contraindicaciones.,"rooibos verde, te verde, manzanilla, jengibre, menta piperita, cedron y cascara de limon.",57 gramos,https://adagio.cl/products/so-good,detox,5990,antioxidante,digestion,,,,81,5,80 celsius,5 min
"2,5g/250ml",blanco,"esta infusion con te blanco de china, rooibos y esencia de frutilla, es una combinacion unica y de sabor especial. rica en antioxidantes, depurativa y digestiva, ayuda a aliviar el estres, mejorar la memoria y fortalecer el sistema inmune. de sabor dulce, se equilibra perfectamente con notas herbales y frutales, y la calidez de la vainilla.","te blanco, rooibos, trozos de manzana, hibisco, arandanos, flor de calendula, petalos de rosa, esencia natural de frutilla y vainilla.",43 gramos,https://adagio.cl/products/blanco-frutilla,blanco frutilla,Agotado,antioxidante,digestion,,,,11,4.8,80 celsius,3-5 min
"2,5g/250ml",rooibos,"esta tranquilizante infusion de rooibos naturalmente sin cafeina, con propiedades antioxidantes, ayuda a regular los niveles de azucar en la sangre y a fortalecer el sistema inmune, con esencia natural de vainilla. sabrosa, suave y calida.",rooibos y esencia natural de vainilla,85 gramos,https://adagio.cl/products/rooibos-vainilla,rooibos vainilla,5990,relajante,sin-cafeina,,,,5,5,100 celsius,5 min
"2,5g/250ml",verde,"una combinacion de te verde de china con flor de calendula, cascara de naranja y sabor natural a limon, es rica en antioxidantes, ayuda a mejorar la digestion y favorecer la eliminacion de grasas, ademas de ser un antibiotico natural. su sabor equilibra lo refrescante, citrico y dulce. es una infusion que se puede disfrutar tanto fria como caliente.","te verde, cascara de naranja, flor de calendula, sabor natural de limon y naranja",85 gramos,https://adagio.cl/products/verde-citrico,verde citrico,5990,antioxidante,digestion,,,,2,5,80 celsius,2-3 min
"2,5g/250ml",verde,"la mezcla de te verde con manzana, damasco y flor de calendula no solo es una bomba natural de antioxidantes sino que ademas ayuda a mejorar la digestion y es un excelente depurativo natural. una combinacion calida y con un delicioso aroma frutal que se mezcla a la perfeccion con el sabor fresco del te verde.","te verde, manzana, esencia natural de damasco, damascos y flor de calendula.",85 gramos,https://adagio.cl/products/verde-damasco,verde damasco,5990,antioxidante,digestion,,,,3,4.7,80 celsius,2-3 min
"2,5g/250ml",rooibos,"el rooibos verde no ha pasado por un proceso de oxidacion por lo que tiene mayores propiedades antioxidantes. por su parte los arandanos ayudan a mejorar la memoria y reforzadores del sistema inmune. esta infusion descafeinada, tiene un sabor fresco, ligeramente acido y con un dulzor suave que encanta a cualquiera.","rooibos verde, arandanos, esencia natural de arandanos, hojas de frambuesa, rosa mosqueta, hibisco, cranberries y aciano azul.",85 gramos,https://adagio.cl/products/rooibos-arandano,rooibos verde arandano,Agotado,antioxidante,digestion,relajante,sin-cafeina,,7,5,100 celsius,5 min
"2,5g/250ml",rooibos,"el rooibos, que significa 'arbusto rojo', es una hierba y no un te como comunmente se cree. proveniente de sudafrica, posee propiedades unicas. nuestro rooibos, con certificacion organica, es alto en polifenoles, potentes antioxidantes, y otros minerales que ayudan a regular los niveles de azucar en la sangre y a fortalecer el sistema inmune. dejate sorprender por esta hierba sin cafeina, de sabor dulce y suave, con una textura ligera y fresca.",rooibos puro proveniente de sudafrica.,85 gramos,https://adagio.cl/products/rooibos,rooibos,Agotado,relajante,sin-cafeina,,,,5,5,100 celsius,5 min
"2,5g/250ml",rooibos,"una mezcla de rooibos sudafricado organico, con naranja y bergamota, ultra antioxidante, con propiedades diureticas y digestivas. esta infusion es libre de cafeina, tiene un sabor fresco y suave, ligeramente citrico y aromatico.","rooibos, naranja, aciano azul y esencia natural de bergamota.",85 gramos,https://adagio.cl/products/rooibos-earl-grey,rooibos earl grey,5990,relajante,sin-cafeina,,,,6,4.8,100 celsius,5 min
"2,5g/250ml",oolong,"este te oolong ha sido preparado con los tes oolongs mas oscuros y oxidados de taiwan. junto con manzana, damasco, calendula y esencia natural de durazno. aparte de ser rico en antioxidantes, es depurativo, antiinflamatorio y ayuda a mejorar la digestion. con suaves notas de miel, presenta una delicada astringencia y un persistente aroma floral y frutal. una mezcla fresca y cautivante.","te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.",57 gramos,https://adagio.cl/products/oolong-durazno,oolong durazno,5990,digestion,,,,,12,5,100 celsius,3-5 min
"2,5g/250ml",,"uno de nuestros tes mas populares! una mezclar rica en antioxidantes, diuretica, depurativa y que ayuda a reducir el estres.un balance perfecto entre lo acido y lo dulce de las frambuesas, con el toque fresco del te verde. una combinacion aromatica y sabrosa.","te verde, frambuesas, petalos de rosas y esencia natural de frambuesa",70 gramos,https://adagio.cl/products/verde-mango-tarro,verde frambuesa tin,6990,antioxidante,digestion,,,,1,3,80 celsius,2-3 min
